countryId,stateId,title
1,17,Muvattupuzha
1,17,Nedumangad
1,17,Neyyattinkara
1,17,Ottappalam
1,17,Palai
1,17,Palakkad
1,17,Panniyannur
1,17,Pappinisseri
1,17,Paravoor
1,17,Pathanamthitta
1,17,Payyannur
1,17,Peringathur
1,17,Perinthalmanna
1,17,Perumbavoor
1,17,Ponnani
1,17,Punalur
1,17,Quilandy
1,17,Shoranur
1,17,Taliparamba
1,17,Thiruvalla
1,17,Thiruvananthapuram
1,17,Thodupuzha
1,17,Thrissur
1,17,Tirur
1,17,Vadakara
1,17,Vaikom
1,17,Varkala
1,18,Kavaratti
1,19,Ashok Nagar
1,19,Balaghat
1,19,Betul
1,19,Bhopal
1,19,Burhanpur
1,19,Chhatarpur
1,19,Dabra
1,19,Datia
1,19,Dewas
1,19,Dhar
1,19,Fatehabad
1,19,Gwalior
1,19,Indore
1,19,Itarsi
1,19,Jabalpur
1,19,Katni
1,19,Kotma
1,19,Lahar
1,19,Lundi
1,19,Maharajpur
1,19,Mahidpur
1,19,Maihar
1,19,Malajkhand
1,19,Manasa
1,19,Manawar
1,19,Mandideep
1,19,Mandla
1,19,Mandsaur
1,19,Mauganj
1,19,Mhow Cantonment
1,19,Mhowgaon
1,19,Morena
1,19,Multai
1,19,Murwara
1,19,Nagda
1,19,Nainpur
1,19,Narsinghgarh
1,19,Narsinghgarh
1,19,Neemuch
1,19,Nepanagar
1,19,Niwari
1,19,Nowgong
1,19,Nowrozabad
1,19,Pachore
1,19,Pali
1,19,Panagar
1,19,Pandhurna
1,19,Panna
1,19,Pasan
1,19,Pipariya
1,19,Pithampur
1,19,Porsa
1,19,Prithvipur
1,19,Raghogarh-Vijaypur
1,19,Rahatgarh
1,19,Raisen
1,19,Rajgarh
1,19,Ratlam
1,19,Rau
1,19,Rehli
1,19,Rewa
1,19,Sabalgarh
1,19,Sagar
1,19,Sanawad
1,19,Sarangpur
1,19,Sarni
1,19,Satna
1,19,Sausar
1,19,Sehore
1,19,Sendhwa
1,19,Seoni
1,19,Seoni-Malwa
1,19,Shahdol
1,19,Shajapur
1,19,Shamgarh
1,19,Sheopur
1,19,Shivpuri
1,19,Shujalpur
1,19,Sidhi
1,19,Sihora
1,19,Singrauli
1,19,Sironj
1,19,Sohagpur
1,19,Tarana
1,19,Tikamgarh
1,19,Ujhani
1,19,Ujjain
1,19,Umaria
1,19,Vidisha
1,19,Wara Seoni
1,20,Kolhapur
1,20,Ahmednagar
1,20,Akola
1,20,Amravati
1,20,Aurangabad
1,20,Baramati
1,20,Chalisgaon
1,20,Chinchani
1,20,Devgarh
1,20,Dhule
1,20,Dombivli
1,20,Durgapur
1,20,Ichalkaranji
1,20,Jalna
1,20,Kalyan
1,20,Latur
