countryId,title
1,Andaman & Nicobar Islands
1,Andra Pradesh
1,Arunachal Pradesh
1,Assam
1,Bihar
1,Chhattisgarh
1,Dadra & Nagar Haveli
1,Daman & Diu
1,Delhi
1,Goa
1,Gujrat
1,Haryana
1,Himachal Pradesh
1,Jammu & Kashmir
1,Jharkhand
1,Karnataka
1,Kerala
1,Lakshadweep
1,Madhya Pradesh
1,Maharashtra
1,Manipur
1,Meghalaya
1,Mizoram
1,Nagaland
1,Orissa
1,Pondicherry
1,Punjab
1,Rajastan
1,Sikkim
1,Tamil Nadu
1,Tripura
1,Uttar Pradesh
1,Uttarakhand
1,Uttarpradesh
1,West Bengal
